Heating;Cooling
0;0
0;0
0;0
0;0
0;0
0;0
0;0
531.7636055;0
531.7636055;0
487.4499716;0
398.8227039;0
354.5090702;0
354.5090702;0
332.3522534;0
310.1954364;0
310.1954364;0
310.1954364;0
354.5090702;0
398.8227039;0
443.1363378;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
531.7636055;0
531.7636055;0
487.4499716;0
398.8227039;0
354.5090702;0
354.5090702;0
332.3522534;0
310.1954364;0
310.1954364;0
310.1954364;0
354.5090702;0
398.8227039;0
443.1363378;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
531.7636055;0
531.7636055;0
487.4499716;0
398.8227039;0
354.5090702;0
354.5090702;0
332.3522534;0
310.1954364;0
310.1954364;0
310.1954364;0
354.5090702;0
398.8227039;0
443.1363378;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
531.7636055;0
531.7636055;0
487.4499716;0
398.8227039;0
354.5090702;0
354.5090702;0
332.3522534;0
310.1954364;0
310.1954364;0
310.1954364;0
354.5090702;0
398.8227039;0
443.1363378;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
531.7636055;0
531.7636055;0
487.4499716;0
398.8227039;0
354.5090702;0
354.5090702;0
332.3522534;0
310.1954364;0
310.1954364;0
310.1954364;0
354.5090702;0
398.8227039;0
443.1363378;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
531.7636055;0
531.7636055;0
487.4499716;0
398.8227039;0
354.5090702;0
354.5090702;0
332.3522534;0
310.1954364;0
310.1954364;0
310.1954364;0
354.5090702;0
398.8227039;0
443.1363378;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
531.7636055;0
531.7636055;0
487.4499716;0
398.8227039;0
354.5090702;0
354.5090702;0
332.3522534;0
310.1954364;0
310.1954364;0
310.1954364;0
354.5090702;0
398.8227039;0
443.1363378;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
531.7636055;0
531.7636055;0
487.4499716;0
398.8227039;0
354.5090702;0
354.5090702;0
332.3522534;0
310.1954364;0
310.1954364;0
310.1954364;0
354.5090702;0
398.8227039;0
443.1363378;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
531.7636055;0
531.7636055;0
487.4499716;0
398.8227039;0
354.5090702;0
354.5090702;0
332.3522534;0
310.1954364;0
310.1954364;0
310.1954364;0
354.5090702;0
398.8227039;0
443.1363378;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
